"Index","MDLZ.BV_per_share","NRG.BV_per_share","IT.BV_per_share","NTAP.BV_per_share","XRAY.BV_per_share","MPWR.BV_per_share","AMP.BV_per_share","LMT.BV_per_share","URI.BV_per_share","LKQ.BV_per_share","PNR.BV_per_share","FRT.BV_per_share","EA.BV_per_share","CCI.BV_per_share","RF.BV_per_share","WEC.BV_per_share","WY.BV_per_share","UPS.BV_per_share","O.BV_per_share","SBAC.BV_per_share","ISRG.BV_per_share","REG.BV_per_share","PM.BV_per_share","CSCO.BV_per_share","MRO.BV_per_share","DG.BV_per_share","SBUX.BV_per_share","AMAT.BV_per_share","STT.BV_per_share","T.BV_per_share","NOC.BV_per_share","ED.BV_per_share","CLX.BV_per_share","ULTA.BV_per_share","AAL.BV_per_share","ES.BV_per_share","WAT.BV_per_share","PPL.BV_per_share","TSCO.BV_per_share","AES.BV_per_share","EXPE.BV_per_share","ZBH.BV_per_share","TRV.BV_per_share","DRI.BV_per_share","BRO.BV_per_share","NKE.BV_per_share","FITB.BV_per_share","CMA.BV_per_share","ARE.BV_per_share","LRCX.BV_per_share","CSX.BV_per_share","BMY.BV_per_share","TROW.BV_per_share","TEL.BV_per_share","DGX.BV_per_share","ANSS.BV_per_share","MTCH.BV_per_share","BKNG.BV_per_share","MGM.BV_per_share","WFC.BV_per_share","TAP.BV_per_share","SWKS.BV_per_share","BDX.BV_per_share","MCHP.BV_per_share","BR.BV_per_share","TRMB.BV_per_share","CBRE.BV_per_share","DUK.BV_per_share","POOL.BV_per_share","DFS.BV_per_share","PVH.BV_per_share","INTU.BV_per_share","HSIC.BV_per_share","GPN.BV_per_share","CF.BV_per_share","TER.BV_per_share","MMM.BV_per_share","NEM.BV_per_share","MA.BV_per_share","HOLX.BV_per_share","EW.BV_per_share","A.BV_per_share","APA.BV_per_share","ANTM.BV_per_share","GL.BV_per_share","NFLX.BV_per_share","TT.BV_per_share","AME.BV_per_share","NVR.BV_per_share","WMB.BV_per_share","HES.BV_per_share","NDAQ.BV_per_share","NWL.BV_per_share","PEP.BV_per_share","CB.BV_per_share","ALL.BV_per_share","PPG.BV_per_share","VZ.BV_per_share","CNP.BV_per_share","USB.BV_per_share","PRU.BV_per_share","CE.BV_per_share","F.BV_per_share","RL.BV_per_share","IRM.BV_per_share","JNPR.BV_per_share","FFIV.BV_per_share","BXP.BV_per_share","ADSK.BV_per_share","D.BV_per_share","AEE.BV_per_share","NTRS.BV_per_share","FDS.BV_per_share","PNW.BV_per_share","HD.BV_per_share","MU.BV_per_share","CMI.BV_per_share","ALK.BV_per_share","PWR.BV_per_share","CAH.BV_per_share","KO.BV_per_share","DAL.BV_per_share","PHM.BV_per_share","NDSN.BV_per_share","V.BV_per_share","AVB.BV_per_share","DXCM.BV_per_share","SEE.BV_per_share","GNRC.BV_per_share","PG.BV_per_share","SIVB.BV_per_share","VFC.BV_per_share","CDNS.BV_per_share","CTXS.BV_per_share","SCHW.BV_per_share","ATO.BV_per_share","DISCK.BV_per_share","BLK.BV_per_share","VMC.BV_per_share","EL.BV_per_share","ROST.BV_per_share","EQIX.BV_per_share","TMUS.BV_per_share","AXP.BV_per_share","FDX.BV_per_share","INTC.BV_per_share","AAP.BV_per_share","LOW.BV_per_share","AFL.BV_per_share","PAYX.BV_per_share","AMGN.BV_per_share","ACN.BV_per_share","TYL.BV_per_share","RCL.BV_per_share","WYNN.BV_per_share","GS.BV_per_share","VRSK.BV_per_share","WM.BV_per_share","ECL.BV_per_share","PH.BV_per_share","IVZ.BV_per_share","UAA.BV_per_share","MRK.BV_per_share","EMN.BV_per_share","CVX.BV_per_share","EMR.BV_per_share","AMZN.BV_per_share","SBNY.BV_per_share","HAS.BV_per_share","EIX.BV_per_share","UNP.BV_per_share","CHD.BV_per_share","VRTX.BV_per_share","RSG.BV_per_share","NSC.BV_per_share","RHI.BV_per_share","AON.BV_per_share","MS.BV_per_share","ILMN.BV_per_share","MAA.BV_per_share","MAR.BV_per_share","ESS.BV_per_share","EBAY.BV_per_share","FE.BV_per_share","HPQ.BV_per_share","KMB.BV_per_share","FCX.BV_per_share","CRM.BV_per_share","XOM.BV_per_share","MOH.BV_per_share","IDXX.BV_per_share","WST.BV_per_share","ETN.BV_per_share","AEP.BV_per_share","ALGN.BV_per_share","REGN.BV_per_share","SLB.BV_per_share","PFE.BV_per_share","HON.BV_per_share","SPG.BV_per_share","MAS.BV_per_share","TFC.BV_per_share","ADI.BV_per_share","LDOS.BV_per_share","EFX.BV_per_share","AAPL.BV_per_share","RTX.BV_per_share","BWA.BV_per_share","PKI.BV_per_share","WELL.BV_per_share","GILD.BV_per_share","KIM.BV_per_share","ITW.BV_per_share","EOG.BV_per_share","KR.BV_per_share","PGR.BV_per_share","OMC.BV_per_share","IEX.BV_per_share","HIG.BV_per_share","UNH.BV_per_share","MTB.BV_per_share","TDG.BV_per_share","SRE.BV_per_share","WHR.BV_per_share","HRL.BV_per_share","KEY.BV_per_share","DVN.BV_per_share","RE.BV_per_share","JPM.BV_per_share","MO.BV_per_share","MSI.BV_per_share","FTNT.BV_per_share","SYY.BV_per_share","GOOGL.BV_per_share","MDT.BV_per_share","DE.BV_per_share","DRE.BV_per_share","ABC.BV_per_share","VTRS.BV_per_share","WDC.BV_per_share","AZO.BV_per_share","BIIB.BV_per_share","PARA.BV_per_share","AMT.BV_per_share","ABT.BV_per_share","ROK.BV_per_share","DIS.BV_per_share","AVY.BV_per_share","DTE.BV_per_share"
"2013-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.02,NA,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.56,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.83,NA,NA,NA,NA,4.41,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.96,NA,NA,NA,NA,NA,NA,NA,NA
"2013-03-31",17.94,32.4,3.4,NA,15.86,7.52,47.5,0.95,16.93,6.84,31.02,20.44,7.51,10.09,11.14,18.51,7.82,4.28,26.2,5.49,10.43,19.5,-2.47,NA,26.25,NA,3.56,NA,45.81,16.29,40.28,44.06,1.16,NA,-24.98,NA,17.24,18.08,7.41,10.37,16.77,34.08,68,NA,6.46,NA,15.92,37.41,54.97,28.07,3.05,8.38,15.84,18.55,26.77,21.53,NA,79.72,16.1,30.89,42.75,10.47,23.62,4.92,6.4,7.69,5.15,58.12,6.13,20.9,NA,NA,14.76,NA,20.2,9.41,26.84,34.78,5.54,11.11,2.34,NA,81.63,80.87,30.9,2.07,NA,10.77,310.6,11.54,65.61,31.39,6.89,14.54,82.17,44.06,17.67,30.61,10.2,21.98,87.02,11.49,4.49,41.64,5.92,13.81,18.22,38.28,NA,18.91,26.86,31.82,NA,37.77,NA,NA,37.14,10.37,18.29,19.97,7.4,-2.27,5.87,NA,8.48,66.93,1.04,7.28,7.54,24.79,59.2,11.64,3.6,17.08,7.64,28.09,25.51,151.69,28.59,8.27,NA,47.47,18.62,17.57,NA,10.35,17.41,NA,16.67,NA,26,NA,5.09,38.01,2.72,167.6,2.09,14.4,21.06,36.26,19.88,2.07,18.43,20.6,72.97,14.81,18.53,36.29,11.31,34.71,21.56,7.55,4.29,21.4,32.09,6.12,24.69,33.7,10.55,22.55,-4.45,53.35,16.3,31.08,NA,12.96,23,NA,38.93,16.83,5.82,10.75,32.15,31.73,6.87,14.39,26.92,11.68,17.2,22.01,1.42,30.26,NA,NA,16.95,5.15,29.98,13.68,16.4,39.72,6.82,12.13,22.82,25.28,NA,10.59,14.15,17.93,48.05,31.35,80.83,13.08,46.15,58.05,NA,11.25,48.54,136.43,54.64,1.78,11.49,3.38,8.69,114,NA,NA,9.34,10.16,7.58,35.39,NA,30.92,15.32,9.56,14.55,14.46,24.52,15.72,43.87
"2013-04-30",NA,NA,NA,13.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69,NA,15.82,NA,5.74,NA,NA,NA,NA,NA,12.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.86,12.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27,NA,NA,NA,NA,NA,11.22,NA,NA,NA,NA,NA,NA,NA,NA,11.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29,NA,NA,NA,NA,NA,NA,12.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.43,NA,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.47,26.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.38,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.81,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.96,NA,NA,NA,NA,4.85,NA,8.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.2,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-30",17.72,32.71,3.53,NA,16.09,7.87,45.26,2.16,17.22,7.13,29.83,21.07,8.14,9.99,10.99,18.56,10.22,3.87,26.01,3.41,10.41,19.98,-3.22,NA,26.83,NA,3.83,NA,44.78,16.18,41.41,44.04,1.12,NA,-24.49,NA,17.84,18.52,8.2,10.48,17.2,34.83,66.64,NA,6.6,NA,16.77,37.32,56.13,27.56,3.16,8.77,16.58,19.05,25.94,21.63,NA,113.76,16.05,30.89,43.68,10.66,24.29,4.95,6.86,7.96,5.17,56.94,7.43,21.52,NA,NA,15.09,NA,18.42,9.79,26.8,28.89,5.81,11.1,2.35,NA,84.03,81.95,27.82,2.68,NA,11.29,280.91,11.67,69.81,35.06,7.09,14.72,80.26,42.73,18.55,30.46,9.78,22.26,77.23,12.44,4.88,41.56,5.72,14.08,19.01,43.87,NA,19.1,26.9,32.17,NA,37.9,NA,NA,37.87,11.02,18.56,17.63,7.36,-1.38,6,NA,8.58,66.18,1.02,7.01,3.01,25.06,58.78,11.81,3.66,17.54,7.57,28.48,25.81,153.17,29.34,8.51,NA,46.78,17.02,17.56,NA,10.81,18.8,NA,14.73,NA,27.35,NA,5.66,38.1,1.76,173.24,2.18,14.56,22.36,38.46,19.77,2.15,17.12,21.88,74.62,14.34,19.11,36.1,11.2,34.09,22.1,7.75,6.5,21.31,32.66,6.21,24.77,33.74,11.1,23.68,-4.93,52.91,16.73,30.61,NA,12.17,22.99,NA,38.98,19.18,5.22,11.27,32.56,31.92,6.53,15.13,28,11.93,17.66,21.93,1.57,31.29,NA,NA,17.48,4.85,30.92,14.22,16.61,42.3,7.42,11.88,22.84,26.41,NA,10.87,13.64,18.02,41.89,31.19,82.8,15.27,47.33,58.96,NA,11.24,49.42,136.31,55.52,1.78,10.6,3.49,8.86,118.35,NA,NA,9.41,10.48,7.72,33.3,NA,33.25,15.87,9.16,14.43,14.48,25.5,15.38,43.36
"2013-07-31",NA,NA,NA,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.97,NA,16.17,NA,5.78,NA,NA,NA,NA,NA,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.88,11.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,10.79,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,NA,NA,NA,NA,NA,NA,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.95,NA,NA,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94,27.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.57,22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.86,NA,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.51,NA,NA,9.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.76,NA,NA,NA,NA,4.79,NA,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.2,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-30",18.53,34.42,3.49,NA,17.43,8.3,46.96,3.99,18.55,7.5,31.12,21.67,7.4,10.24,11.24,18.67,10.5,3.93,25.7,3.5,9.52,19.98,-4.48,NA,27.29,NA,2.98,NA,46.3,16.31,41.81,45.1,0.63,NA,-23.61,NA,19.06,19.61,8.49,10.73,17.47,36.01,68.14,NA,6.75,NA,16.55,37.94,55.8,27.91,3.25,8.98,17.41,20.38,26.63,22.54,NA,125.28,15.98,32.01,45.26,11.18,26,5.09,7.04,8.31,5.54,58.41,7.29,22.14,NA,NA,15.76,NA,19.06,10.2,27.11,29.49,6.37,7.14,2.19,NA,81.65,83.76,27.74,2.9,NA,11.99,280.43,13.1,70.63,36.18,7.64,14.58,82.98,45.57,19.3,31.54,9.94,22.69,75.7,13.22,5.2,44.15,5.61,14.49,19.7,44.24,NA,19.38,27.72,32.71,NA,40.18,NA,NA,39.83,12.94,19.14,18.47,7.35,0.16,11.73,NA,8.61,65.48,1.04,7.22,3.75,25.32,64.1,12.82,3.81,18.16,7.81,28.47,26.21,156.3,29.72,9.31,NA,49.28,17.05,17.94,NA,11.15,20.16,NA,15.74,NA,28.81,NA,6.44,39.84,2.39,175.8,2.87,14.95,22.72,40.81,20.58,2.36,17.09,23.84,75.95,15.17,19.84,37.24,11.73,35.12,22.54,8.04,6.19,21.5,33.32,6.5,25.22,34.94,10.87,24.1,-4.69,53.53,17.59,30,NA,13.04,23.66,NA,40.16,19.51,5.15,12,33.97,32.35,7.19,17.01,28.88,12.09,19.21,21.93,1.96,31.34,NA,NA,18.05,4.91,32.61,15.09,17.08,41.32,7.3,11.82,23.59,27.23,NA,11.32,14.8,18.58,42.2,31.42,84.61,-6.39,48.17,60.58,NA,11.4,50.77,140.2,54.98,1.99,10.46,3.67,8.95,124.18,NA,NA,9.26,10.09,8.45,34.97,NA,34.4,16.09,9.15,15.38,18.61,26.75,16.19,44.74
"2013-10-31",NA,NA,NA,12.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.01,NA,16.47,NA,5.89,NA,NA,NA,NA,NA,14.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.42,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,13.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,NA,NA,NA,NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.49,NA,NA,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.24,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.78,27.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.69,NA,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.72,NA,NA,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.15,NA,NA,NA,NA,4.83,NA,8.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.07,NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-31",19.08,33.1,3.93,NA,18.12,8.45,48.05,15.42,19.81,7.81,31.5,22.06,6.49,20.78,11.45,18.87,11.71,7.03,26.13,2.78,10.18,20.24,-3.95,NA,27.75,NA,3.23,NA,46.94,17.5,48.81,45.41,1.2,NA,-5.18,NA,20.79,19.78,8.93,10.59,17.42,37.1,70.14,NA,6.9,NA,17.1,39.22,55.7,28.77,3.47,9.28,18.38,20.99,27.59,23.14,NA,132.86,16.03,32.53,46.85,11.72,26.31,5.21,7.19,8.64,5.83,58.65,6.31,22.89,NA,NA,16.28,NA,19.48,10.35,27.06,25.94,6.28,7.13,2.36,NA,89.43,84.44,28.13,3.2,NA,12.8,284.47,13.06,76.18,36.51,7.45,15.95,84.83,47.84,18.75,33.34,10.09,22.91,77.82,17.2,6.63,45.02,5.49,14.75,19.12,46.04,NA,20.04,27.56,33.34,NA,39.39,NA,NA,42.15,14.76,19.6,19.21,7.6,13.67,12.19,NA,8.7,66.45,1.16,7.22,4.62,25.87,67.23,NA,4.01,18.11,8,29.26,26.47,159.77,30.25,10.01,NA,49.59,17.76,18.32,NA,11.73,20.82,NA,15.91,NA,29.28,NA,7.5,39.95,1.31,175.79,3.27,12.93,24.61,42.23,20.73,2.57,17.87,25.42,78.61,15.45,21.23,38.06,12.84,35.88,23.27,8.28,5.8,21.94,36.55,6.69,27.25,35.49,12,41.61,-4.75,53.52,18.27,30.33,NA,13.5,24.31,NA,41.64,19.47,5.03,12.91,35.49,32.98,7.87,19.58,30.33,11.97,22.43,21.97,2.25,32.28,NA,NA,19.2,5.19,36.24,15.94,17.71,40.6,7.66,11.64,22.58,28.23,NA,10.39,15.79,19.37,41.71,32.54,86.62,-4.44,48.57,65.38,NA,11.59,50.49,146.57,56.22,2.07,14.5,3.63,9.08,129.99,NA,NA,9.33,9.75,7.97,36.2,NA,36.48,16.72,9.09,16.32,19.36,27.82,15.52,44.92
"2014-01-31",NA,NA,NA,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,17.04,NA,5.98,NA,NA,NA,NA,NA,15.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.76,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.98,NA,NA,NA,NA,NA,9.07,NA,NA,NA,NA,NA,NA,NA,NA,14.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,11.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.82,NA,NA,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.34,19.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.34,27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08,NA,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA,9.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.53,NA,NA,NA,NA,4.92,NA,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.27,NA,NA,NA,NA,NA,NA,NA,NA
